@relation popular

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 {0, 1}
@attribute a17 {0, 1}
@attribute a18 {0, 1}
@attribute a19 {0, 1}

@data
2,2179.055421,1100,-0.229166667,436,4.919724771,-1,3490.598812,3550,0.083005051,9,5,2783.102994,5100,0.032110092,0,0,0,1
2,0,1400,-0.177777778,171,5.134502924,217,3135.538462,1400,0.061414141,5,10,1775.289145,0,0.023391813,0,1,0,0
3,0,5100,-0.343055556,366,4.401639344,217,2581.319328,5100,0.069179601,5,7,1814.234615,0,0.049180328,0,0,0,0
1,2052.88,807,-0.216666667,421,4.933491686,-1,3386.961457,807,0.102961877,7,5,2597.638424,6100,0.038004751,0,1,0,0
1,0,7600,-0.138730159,367,5.024523161,4,4991.739035,7600,0.19289072,5,9,2916.757152,0,0.040871935,0,0,0,1
2,0,1700,-0.3,368,4.972826087,-1,3483.305109,1700,-0.0075,9,6,1681.098016,0,0.010869565,0,0,0,0
1,2628.246471,8600,-0.133333333,77,4.844155844,4,3387.960559,8600,0.135416667,3,5,3125.369563,6600,0.038961039,0,0,0,0
2,1947.562698,5500,-0.45,361,4.673130194,-1,3516.332028,9200,-0.018771044,7,4,2492.004086,24900,0.024930748,1,0,0,1
1,3389.196333,2000,-0.3425,251,4.900398406,-1,6990.248945,2000,0.138815789,12,9,5353.432643,53100,0.027888446,0,0,0,1
6,0,1200,-0.456798246,404,4.225247525,-1,7520.905405,1400,-0.065335213,7,8,3200.102668,0,0.037128713,1,0,0,1
0,0,0,-0.116666667,529,4.992438563,4,3254.777732,0,0.108845811,10,5,1742.720754,0,0.024574669,0,0,0,0
11,2726.344322,962,-0.187626263,812,5.041871921,-1,3990.728522,4906.888889,0.109143304,11,5,3453.770992,59000,0.06773399,0,0,0,1
4,0,1500,-0.246491228,1292,4.558049536,4,7214.285714,3375,0.224611603,18,7,3353.634274,0,0.051083591,0,0,1,1
1,0,626,-0.1375,128,4.1953125,217,2985.708861,626,0.050520833,3,6,2196.172107,0,0.0234375,0,0,0,0
1,1515.473684,18300,-0.261666667,268,5.018656716,-1,3436.25146,18300,0.213919414,9,9,2326.659781,4000,0.03358209,0,0,0,1
4,0,3200,-0.125,106,4.79245283,4,3887.660109,3300,0.2125,6,10,2291.390572,0,0.056603774,0,0,0,0
0,1507.125,0,-0.28,289,4.764705882,-1,4747.155185,0,0.081299841,14,9,3374.681092,4300,0.024221453,0,0,0,0
4,1384.27027,15300,0,351,5.202279202,217,7880,15300,0.420454545,10,7,3511.307179,5700,0.022792023,1,0,0,1
1,2179.307746,2300,-0.273611111,773,4.895213454,-1,3867.08,2300,0.144326241,16,5,3006.332379,26100,0.029754204,0,0,0,0
30,2684.143281,546,-0.379398148,830,4.748192771,4,5158.6875,5045.111111,0.240245865,32,10,3672.46969,37500,0.072289157,0,0,0,1
1,0,9900,-0.366666667,242,4.661157025,-1,4717.11332,9900,0.227777778,3,7,3046.484244,0,0.041322314,0,1,0,0
5,760,4300,-0.322222222,186,4.924731183,4,3262.220575,4750,0.235555556,6,7,2433.842162,760,0.048387097,0,1,0,0
3,3003.489655,1000,-0.295,295,4.911864407,4,7368.455645,1000,0.069385965,15,4,4713.539072,66900,0.033898305,0,0,0,1
2,0,18800,-0.142857143,332,4.457831325,-1,3411.93594,18800,0.134848485,7,5,2090.681336,0,0.039156627,0,1,0,1
5,2924.964286,6300,-0.166666667,180,4.466666667,-1,8116.508475,8750,0.355555556,13,10,4867.447125,32000,0.072222222,0,0,0,1
3,3149.257038,2700,0,110,4.209090909,-1,7247.347538,2750,0.138528139,3,5,4530.560513,104100,0.054545455,1,0,0,0
2,1040.84,1500,-0.152256944,360,4.761111111,-1,3533.285324,2200,0.004097222,3,6,2294.709176,2100,0.011111111,0,0,0,0
6,0,498,-0.203746499,679,4.867452135,4,3257.025866,1526.666667,0.014516626,11,8,1382.886909,0,0.023564065,0,0,0,0
1,1908.728723,0,-0.198809524,1080,4.509259259,4,4923.198966,0,0.232513502,2,6,2879.860737,2000,0.064814815,0,0,0,0
4,0,1100,-0.216666667,224,4.678571429,-1,3756.561983,1300,0.084670232,4,7,2492.516938,0,0.03125,1,0,0,0
4,0,2200,-0.174315731,1386,4.666666667,4,4426.493488,6650,0.18827603,26,10,2981.246246,0,0.057720058,1,0,0,1
2,1784.076923,1600,-0.19691358,794,4.540302267,217,2869.340136,1600,0.132201755,7,8,2470.598393,3200,0.034005038,0,0,0,0
7,828,674,-0.166666667,604,5.185430464,-1,4621.506394,1030.4,0.148324151,20,10,3138.305383,943,0.029801325,0,1,0,0
4,3131.950568,805,-0.358356863,2148,4.445065177,-1,4406.666667,1012.666667,0.096045866,22,4,3711.680619,11100,0.039571695,0,0,1,0
4,2358.714286,9300,-0.16474359,1071,4.824463119,-1,6514.148936,9300,0.205740895,22,6,3885.766848,4500,0.053221289,1,0,0,1
0,0,0,-0.7,124,4.064516129,217,4070.721271,0,0.207792208,2,5,2675.835741,0,0.064516129,1,0,0,1
3,2966.226994,640,-0.464583333,505,4.613861386,-1,7170.101266,820,0.09788961,7,5,4154.422348,112600,0.045544554,1,0,0,1
3,0,0,-0.2375,347,5.190201729,217,3519.714286,0,-0.029166667,14,8,2359.897266,0,0.011527378,0,0,1,1
2,0,484,-0.1296875,1342,4.631147541,4,3414.578365,842,0.311492843,93,8,2406.106288,0,0.061847988,1,0,0,1
2,1026.1,704,-0.339333333,1121,4.709188225,-1,3396.691809,704,0.029322917,23,6,2118.382568,1900,0.036574487,0,0,0,0
1,1226.230769,0,-0.121666667,926,5.507559395,4,4555.342105,0,0.207402716,21,5,3304.160812,1900,0.060475162,1,0,0,1
6,580.8181818,387,-0.188541667,548,4.927007299,4,3310.261645,1224.25,0.072452845,7,7,1835.550797,990,0.020072993,0,0,0,1
4,2455.363636,1700,-0.186736111,439,4.296127563,-1,8346.181333,1700,0.077874677,14,9,5114.132308,11800,0.034168565,0,0,0,1
4,3248.67871,4100,-0.260416667,327,4.336391437,4,6744.110619,4100,0.138833333,6,7,4789.782899,210300,0.036697248,0,0,0,1
7,0,1100,-0.433333333,121,4.26446281,217,4753,1633.333333,-0.115625,7,9,2764.379261,0,0.008264463,0,0,1,1
3,694.3333333,790,-0.371825397,283,4.166077739,-1,7529.22,3930,-0.024533976,4,7,3383.736388,951,0.028268551,0,0,0,0
3,0,508,-0.321203704,1093,4.810612992,-1,3600,508,0.183531746,26,10,2026.533577,0,0.029277219,0,1,0,0
3,1912.359223,1000,-0.327941176,886,4.461625282,-1,3443.120085,1100,0.005959467,4,5,2748.417369,20300,0.038374718,0,0,0,0
2,2882,1600,-0.107142857,351,4.709401709,-1,4763,1600,0.183395176,4,6,3448.998545,9700,0.037037037,0,0,0,0
4,0,5900,-0.159761905,2008,4.517430279,4,4936.4,21850,0.169376584,13,10,2887.73817,0,0.045816733,0,0,0,0
2,0,1900,-0.163333333,336,4.669642857,217,2828.994832,2200,0.191333333,3,6,2029.89837,0,0.041666667,0,0,0,0
3,0,720,-0.163888889,129,4.11627907,4,3269.697768,1510,0.094047619,3,6,1817.442211,0,0.023255814,1,0,0,0
4,1997.888,1900,-0.434729064,1081,4.553191489,-1,4656.728972,1900,-0.01476368,7,5,3238.193959,26800,0.053654024,0,1,0,0
3,2129.808333,1200,-0.503125,260,4.196153846,4,4849.504937,1200,0.17658046,3,7,3051.755333,16300,0.080769231,0,0,0,0
4,0,1500,-0.208333333,371,4.843665768,-1,14029,43850,0.131818182,7,7,4737.887667,0,0.037735849,0,0,0,0
3,3028.571429,693,-0.311111111,847,4.946871311,-1,5800.954243,1593,0.07975525,3,7,4381.135998,5400,0.073199528,0,1,0,1
4,2850.420213,1500,-0.3525,293,5.051194539,4,9992.363636,1500,0.10869709,36,9,4512.132379,15200,0.034129693,0,0,0,1
1,0,331,-0.155208333,285,4.540350877,-1,4087.493902,331,0.097807018,5,8,1551.940732,0,0.024561404,0,0,1,1
3,1700.666667,1300,-0.1625,167,4.443113772,217,3334.502212,5700,0.185294118,4,8,2620.54878,5000,0.053892216,0,0,0,1
2,0,1700,-0.179513889,385,4.820779221,-1,4146.654712,4300,0.130429293,4,8,2442.514425,0,0.025974026,0,0,0,0
10,1671.7625,919,-0.33125,482,4.348547718,-1,7145.333333,1873,0.168788464,27,10,3675.391469,4900,0.056016598,0,0,0,0
17,0,819,-0.252827381,1191,4.524769102,4,5500,1209.5,0.099307035,27,10,2119.621678,0,0.040302267,1,0,0,1
3,2497.926829,1500,-0.383333333,319,4.247648903,-1,7357.885428,1500,0.181818182,37,7,4625.49696,14700,0.021943574,0,0,0,1
16,2326.166667,3200,-0.436011905,573,4.321116928,4,11131.28571,13150,0.134412521,16,8,5150.35982,4200,0.052356021,0,0,0,1
0,0,0,-0.214444444,225,4.884444444,4,3287.700428,0,0.030883838,8,10,1976.132781,0,0.04,0,0,0,0
3,2843.493267,3100,-0.3,405,4.241975309,4,8199.461538,7050,0.230532213,7,8,4602.161533,15200,0.024691358,1,0,0,1
2,0,2000,-0.113888889,350,5.54,4,3274.283323,2000,0.085802469,7,8,1114.884482,0,0.014285714,0,1,0,1
6,752.3333333,2700,-0.173174603,1324,4.577794562,-1,3833.141064,3780,0.182905352,29,9,2470.489619,1300,0.044561934,1,0,0,0
2,1293.32,964,-0.23125,361,4.71468144,-1,3571.913579,7382,0.080627706,10,4,2662.053403,6400,0.030470914,1,0,0,1
3,2956.961907,3900,-0.345,423,4.836879433,-1,3834.694444,20600,0.073633658,15,6,3536.502169,45400,0.040189125,0,0,0,1
2,1041.222222,399,-0.228125,335,4.782089552,-1,3405.697196,799.5,-0.011866883,10,7,1929.41194,1900,0.017910448,0,0,0,0
7,1982.722222,795,-0.293940304,1623,4.616142945,-1,5924.09831,5179,0.075264147,8,6,3884.828171,40600,0.024645718,0,0,0,1
3,0,1800,-0.127777778,82,4.719512195,4,3800,3750,0.224305556,7,9,2358.501229,0,0.073170732,0,1,0,1
3,1897.02335,1000,-0.19382716,642,4.711838006,-1,3573.399696,1150,0.251795735,7,6,2680.417015,19100,0.052959502,0,0,0,1
2,0,6300,-0.465384615,376,4.763297872,-1,8349.361257,6300,-0.023771429,31,10,4648.268163,0,0.031914894,0,0,0,1
3,0,1200,-0.35,152,4.460526316,4,4882.803601,1200,0.177604167,4,7,2821.043256,0,0.072368421,1,0,0,1
3,1100,10400,-0.317460317,337,4.287833828,-1,6040.587705,15700,0.221994228,4,9,3532.436004,1600,0.047477745,0,0,1,1
3,2448.150613,856,-0.221867914,604,4.625827815,-1,4440.553459,856,0.123468041,5,4,3355.086018,96100,0.043046358,1,0,0,0
3,1495.428571,2600,-0.395138889,140,4.464285714,-1,9670.553191,2600,-0.011855159,4,7,5108.694515,3200,0.028571429,0,0,0,1
2,0,1200,-0.1875,133,4.676691729,4,3254.777732,1200,0.270951705,3,5,1824.994478,0,0.052631579,0,0,0,0
0,0,0,-0.253333333,498,4.676706827,217,2240.536313,0,0.199225955,9,9,1022.631548,0,0.054216867,0,0,0,1
2,0,8000,-0.5,115,3.939130435,4,3264.536013,8000,0.209090909,4,8,2404.688602,0,0.069565217,1,0,0,1
10,1803.694444,668,-0.317890212,860,4.745348837,-1,3617.23066,5463,0.144667544,35,10,2934.869474,9300,0.036046512,0,0,0,1
2,3343.789861,9700,-0.3125,152,5.092105263,-1,6609.295833,9700,0.129889807,4,6,4377.485549,11900,0.065789474,0,0,0,1
3,0,1400,-0.289259259,1285,4.551750973,-1,4511.883671,1400,0.1985707,21,9,2653.612294,0,0.058365759,0,0,0,0
2,2153.680769,0,-0.38215812,375,4.530666667,217,3263.909112,0,0.008776666,5,4,2808.314587,40400,0.053333333,0,0,0,1
7,1609.256579,876,-0.277083333,416,5.161057692,-1,4800,1396,0.061979167,12,7,3014.192009,8000,0.024038462,0,0,0,0
0,0,0,-0.195238095,322,4.795031056,4,5403.030488,0,0.139275568,9,9,2501.399053,0,0.059006211,0,0,0,1
0,994.8333333,0,-0.2,322,4.726708075,-1,3399.331393,0,0.093939394,11,10,1819.463274,1300,0.037267081,0,0,0,0
2,2436.297348,868,-0.377777778,433,4.748267898,-1,3576.326436,2784,0.085673401,5,6,2911.833238,26900,0.032332564,0,0,0,1
2,808,6700,-0.302222222,476,4.911764706,-1,3583.890102,6700,0.011326612,12,7,2597.36857,808,0.031512605,0,1,0,0
4,2798.6,1300,-0.390560134,698,4.611747851,4,6405.055856,4300,0.077291194,21,8,3977.776249,3200,0.048710602,1,0,0,0
1,0,1600,-0.166666667,215,4.781395349,-1,5965.938843,1600,0.144358974,5,6,2966.275556,0,0.027906977,0,1,0,1
4,0,875,-0.279861111,726,4.899449036,-1,3476.040685,3025,0.038727703,25,8,2175.946038,0,0.023415978,0,0,0,0
3,2020.656961,641,-0.117628205,475,4.614736842,4,3278.649419,1770.5,0.071206541,3,8,2688.845264,9800,0.031578947,0,0,0,1
0,2936.363636,0,-0.121651786,681,4.84287812,-1,5322.647059,0,0.188755981,11,6,3927.932742,4700,0.055800294,0,0,0,1
17,0,861,-0.23697318,1823,5.085573231,217,3717.286822,2230.357143,0.136534638,26,7,2238.494534,0,0.038398245,0,0,0,1
4,2083.189555,0,-0.510714286,369,4.788617886,4,4259.666667,0,-0.056722689,18,5,3048.393717,20800,0.021680217,0,0,0,1
29,1633.333333,493,-0.207954545,1518,4.475625823,-1,3578.536605,3074.607143,0.145477572,31,6,2446.854033,2000,0.040843215,0,0,0,1
2,1700,866,-0.231632653,548,4.700729927,217,5156.125,866,0.281825053,13,9,3210.741195,1700,0.091240876,1,0,0,1
3,0,3100,-0.200154321,586,4.593856655,-1,4487.02439,3100,0.182807728,5,8,2649.63216,0,0.044368601,0,1,0,1
5,2346.82163,837,-0.246111111,1074,4.538175047,-1,5496.526944,4097,0.179586668,9,5,3871.519714,53200,0.054003724,0,0,0,1
5,1061.928571,1300,-0.247916667,309,4.941747573,-1,4610.834043,2333.333333,0.153934506,10,8,2645.968818,2600,0.061488673,0,0,0,0
53,1400,558,-0.222875817,1563,4.698016635,217,3835.045455,4628.5,0.213834776,62,10,2602.465895,1400,0.063339731,0,0,0,1
2,2095.857143,2100,-0.226697531,1190,4.698319328,217,4071.504559,2400,0.154770299,35,10,2986.923477,5800,0.057983193,0,0,0,1
1,0,462,-0.278599773,1671,4.856373429,-1,3445.208103,462,0.11550532,14,10,1755.134875,0,0.040095751,0,0,0,1
2,3036.514451,3300,-0.289814815,372,4.795698925,-1,3449.651023,3300,-0.063541667,6,4,3229.793382,29700,0.01344086,0,0,0,0
2,0,856,-0.401190476,363,4.804407714,-1,3386.493489,1978,-0.073263889,6,7,1778.495238,0,0.016528926,1,0,0,0
1,3434.931384,0,0,163,4.527607362,4,5695.15748,0,0.252525253,4,4,4484.449504,690400,0.049079755,0,0,0,1
1,2518.779361,793,-0.220238095,485,4.995876289,-1,3465.108294,793,0.111412656,1,4,3096.923778,20700,0.026804124,0,1,0,0
5,0,801,-0.199826389,581,4.399311532,-1,4302.567568,919,0.231652637,8,10,1877.012656,0,0.058519793,0,1,0,0
0,0,0,-0.169444444,654,4.344036697,4,3395.454199,0,0.148895202,9,6,1549.471469,0,0.029051988,0,1,0,1
0,0,0,-0.475694444,507,4.857988166,217,4322.394231,0,0.03023416,11,8,2152.948639,0,0.031558185,0,0,0,1
5,2081.147727,795,-0.323767258,2028,4.634615385,-1,3574.686388,4231.666667,0.07931968,7,4,2725.151185,42300,0.029092702,0,0,0,0
0,0,0,-0.254567308,385,5.236363636,4,4147.562197,0,0.062820875,13,8,2070.038526,0,0.023376623,0,0,0,0
6,1441.49,4800,-0.231349206,468,4.777777778,-1,3447.043328,9400,0.068971604,10,9,2318.221932,12400,0.023504274,0,0,0,0
2,0,16000,-0.2,219,4.543378995,-1,3766.431507,16000,0.119114219,5,6,2439.707499,0,0.050228311,0,0,0,1
1,0,4800,-0.28787037,682,5.180351906,-1,3528.624796,4800,0.007183629,8,10,1627.866837,0,0.032258065,0,0,0,0
4,605,1000,-0.292156863,505,4.924752475,-1,3496.268184,1250,-0.002693603,7,7,2305.516882,605,0.027722772,0,0,0,0
3,2266.666667,5200,-0.4125,246,4.004065041,4,3295.181332,5200,0.084189723,5,5,2862.674401,3700,0.040650407,0,0,0,1
2,1100,1100,0,117,4.393162393,-1,6372.406139,5100,0.311111111,2,10,4047.685704,1100,0.05982906,0,0,0,0
32,1404.666667,474,-0.221006944,1729,4.69346443,-1,3519.735416,2281.448276,0.139962325,33,6,2454.294089,3200,0.04048583,0,0,0,0
0,0,0,-0.180803571,658,4.902735562,217,2932.361446,0,0.192094462,9,9,2052.216915,0,0.039513678,0,0,0,0
3,1444.090909,792,-0.2,168,4.470238095,217,5288.25,792,0.176923077,4,6,2722.771584,5000,0.06547619,0,0,0,1
1,1169.947368,4000,-0.109920635,158,4.310126582,4,3347.945946,4000,0.159161672,4,7,2550.616403,2700,0.037974684,1,0,0,1
4,0,11300,-0.413333333,314,4.821656051,4,3882.082976,11300,0.033207071,8,6,2300.967709,0,0.047770701,1,0,0,0
2,0,0,-0.247440476,3259,4.835225529,4,4099.427392,0,0.110213871,13,10,2613.736496,0,0.041116907,0,0,0,1
4,1499.25,13900,-0.5375,285,4.364912281,-1,8669.153846,22700,0.025,15,7,5229.927616,4100,0.028070175,0,0,0,1
1,0,9700,-0.276190476,266,4.54887218,4,9269.375,9700,0.298765432,22,7,4412.164096,0,0.063909774,0,0,0,1
6,1957.032609,694,-0.429942602,975,4.412307692,-1,5924.09831,5465.666667,-0.00292138,7,5,3484.894907,20300,0.059487179,0,0,0,1
0,1774.703704,0,-0.5,175,4.702857143,-1,4197.168421,0,0.217929293,5,8,2629.147695,6600,0.034285714,0,0,0,1
2,0,1600,-0.180555556,185,4.545945946,4,5326.505685,1600,0.199469697,12,8,2245.540823,0,0.037837838,0,1,0,1
3,704.6666667,756,-0.125,100,4.82,4,3242.525885,783,0.0625,3,3,2240.959214,810,0.01,0,0,0,0
9,1486.166667,966,-0.2625,338,4.582840237,-1,5105.678571,966,0.11462041,9,10,3170.702916,3600,0.041420118,0,0,0,1
2,0,12400,-0.25,226,5.132743363,-1,8708.955771,12400,0.142105263,2,10,4031.682776,0,0.044247788,1,0,0,1
3,0,1300,-0.203703704,481,4.692307692,-1,4409.088481,1550,0.005839002,4,8,2449.129168,0,0.012474012,1,0,0,0
6,0,542,-0.284469697,2208,4.369112319,4,3286.11614,4771,0.157442175,7,9,2113.018226,0,0.044384058,1,0,0,0
0,0,0,-0.36969697,658,4.566869301,4,3362.68727,0,0.057819668,17,8,1673.03115,0,0.053191489,0,0,0,0
3,3468.452356,1100,-0.334375,464,4.663793103,-1,8236.810467,2200,0.169518968,12,5,5029.556662,27000,0.051724138,0,0,0,1
2,1177.416667,1100,-0.145833333,279,4.605734767,4,3259.745585,1100,0.111355906,5,6,2269.443917,4300,0.021505376,1,0,0,1
4,2086.090909,915,-0.222222222,304,4.542763158,4,3672.315909,1532.5,0.020933014,8,8,2724.255497,6700,0.019736842,1,0,0,0
1,946.9544444,1800,-0.1125,363,4.754820937,-1,4967.138587,1800,0.244791667,6,6,3031.636955,2900,0.035812672,0,0,0,0
1,0,3500,-0.123333333,242,4.859504132,-1,6890.347826,3500,0.109283832,4,9,2886.270944,0,0.045454545,0,0,0,1
3,0,3600,-0.175694444,320,4.740625,217,3868.8,5000,0.109531485,8,5,2204.588161,0,0.075,0,0,0,1
5,1977.282175,722,-0.504166667,558,4.786738351,-1,3445.03399,1430.5,0.029457364,13,5,2678.101267,20300,0.039426523,0,0,0,0
0,0,0,-0.29375,420,5.135714286,4,4830.823853,0,0.216884921,10,10,2565.663473,0,0.092857143,0,0,0,1
23,0,545,-0.23875,1175,4.573617021,217,3393.846154,3053.6,0.244326458,23,9,1521.403582,0,0.073191489,0,1,0,0
6,0,2100,-0.276515152,442,4.680995475,4,4081.090909,3650,0.177191558,19,8,2790.393713,0,0.036199095,0,1,0,1
12,1357.580645,941,-0.30515873,708,4.944915254,4,4795.539216,2420.142857,0.086228731,18,6,2913.858779,4800,0.028248588,0,0,0,1
2,0,4500,-0.124074074,382,5.123036649,-1,3574.798112,4500,-0.022291667,8,5,2275.429755,0,0.015706806,1,0,0,0
1,0,3300,-0.2125,299,4.79264214,-1,4353.03125,3300,0.0575,3,8,1555.587786,0,0.036789298,0,1,0,0
3,0,618,-0.2625,187,4.914438503,4,3531.916667,1606,0.098409091,5,6,2460.172997,0,0.032085561,0,0,0,0
0,0,0,-0.0875,176,4.511363636,217,3691.869565,0,0.221049784,3,10,1928.281971,0,0.056818182,1,0,0,0
2,1100,1100,-0.383333333,362,4.737569061,4,3303.175394,1100,0.120159725,4,5,2461.057309,1100,0.044198895,1,0,0,1
1,1400,1100,-0.7,276,4.815217391,-1,8382.386721,1100,0.275824176,19,10,5142.835872,1400,0.036231884,0,0,0,1
2,1230.166667,723,-0.183333333,316,4.712025316,-1,3749.863376,861.5,0.07140975,2,5,3007.888837,2100,0.034810127,1,0,0,0
2,0,5100,-0.409294872,425,4.6,-1,14328.17241,8650,0.025163064,3,8,3769.931262,0,0.047058824,0,0,0,1
6,3222.869258,5400,-0.315343915,761,4.716162944,4,6455.451087,5400,0.250199418,30,6,4174.665338,25300,0.063074901,1,0,0,1
2,0,2100,-0.346777778,297,4.498316498,-1,7706.703596,12450,-0.046541667,2,7,3921.401238,0,0.026936027,0,0,0,1
2,0,901,-0.283333333,735,4.514285714,-1,4090.2813,1200.5,0.209954545,14,5,2831.61141,0,0.040816327,0,0,0,0
2,1790.640741,9900,-0.165277778,330,4.83030303,-1,3656.01519,9900,0.030449134,4,10,2456.908541,34800,0.018181818,0,0,1,0
7,1333.333333,865,-0.36547619,589,5.115449915,-1,3618.79803,1510.833333,-0.0994541,13,6,2452.112914,1600,0.013582343,0,0,0,0
3,1103.717391,8100,-0.485185185,112,4.473214286,4,3921.454746,33550,0.172053872,6,8,2859.747623,5300,0.071428571,0,0,0,1
0,840,0,-0.273809524,911,4.807903403,-1,3996.861886,0,0.107801797,11,9,2821.731036,840,0.046103183,0,0,0,0
3,0,15600,-0.388253968,366,4.571038251,4,15833,15600,0.178142772,15,6,5844.92552,0,0.030054645,0,1,0,1
1,978,0,-0.25625,190,4.968421053,4,3283.552753,0,0.035494418,5,5,2430.356828,978,0.042105263,0,0,0,1
0,0,0,-0.21,404,4.868811881,-1,3562.101631,0,0.108545455,1,6,1879.680717,0,0.032178218,0,1,0,0
4,2084.01049,5700,-0.125,476,4.840336134,-1,3850,9800,0.19797619,7,7,2939.396436,3500,0.039915966,0,0,0,1
0,1450,0,-0.315277778,844,4.422985782,-1,3807.49387,0,0.113483627,20,9,2646.366922,1500,0.03436019,0,1,0,0
3,1155,742,-0.253571429,690,5.082608696,-1,3591.297528,6321,-0.010416667,11,9,2167.982626,2100,0.027536232,0,0,0,0
2,2031.692308,0,-0.180952381,553,4.622061483,4,3413.881939,0,0.186363636,3,5,2886.212438,7700,0.039783002,0,1,0,1
1,0,0,-0.343910256,400,4.06,217,3283.583333,0,0.056944444,4,7,1367.591421,0,0.0375,0,0,0,1
2,873,1200,-0.305952381,557,4.802513465,-1,3385.39332,1200,-0.094047619,5,5,2121.398562,1300,0.021543986,0,0,0,1
4,991.28,674,-0.148368607,586,5.182593857,217,5570.275,674,0.106260462,6,6,2839.344062,3800,0.034129693,0,0,0,0
7,0,383,-0.4,501,4.493013972,4,3772.294599,10340.42857,0.117054264,7,9,2340.117148,0,0.043912176,0,1,0,1
6,0,849,-0.160833333,430,4.481395349,4,8172,1024.5,0.182425257,7,10,3067.313031,0,0.039534884,0,1,0,0
1,2685.538462,1700,-0.312407407,733,4.563437926,-1,3573.086415,1700,0.106167882,5,3,3199.674264,6500,0.045020464,0,0,0,1
2,0,3000,-0.333333333,339,4.666666667,4,4985.668776,3000,0.139393939,4,10,1812.100516,0,0.032448378,0,1,0,1
2,2200,2200,-0.219047619,457,4.638949672,-1,8631.19556,2200,0.128604497,10,8,4982.917978,2200,0.048140044,0,0,1,0
1,0,6300,-0.260777778,1375,4.925090909,-1,3603.785714,6300,0.013979522,14,6,2279.451085,0,0.018909091,0,1,0,1
1,0,0,-0.3625,308,4.779220779,4,3991.275624,0,0.150566893,7,8,1991.610238,0,0.051948052,0,0,0,0
0,1942.943396,0,-0.193055556,564,4.824468085,4,4176.666667,0,0.167653509,8,9,2958.647942,9400,0.030141844,0,0,0,0
3,0,1300,-0.223611111,273,4.52014652,-1,3573.282118,3000,0.152446338,3,6,2448.195383,0,0.04029304,0,0,0,0
4,0,5700,-0.4,270,4.385185185,-1,6887.707009,5700,0.288181818,32,9,4045.370972,0,0.033333333,0,0,0,0
5,0,1200,-0.380208333,198,4.661616162,217,6751.125,24133.33333,0.116927083,6,6,3505.939581,0,0.060606061,0,0,0,1
2,0,5300,-0.254166667,388,4.801546392,-1,5835.622683,5300,0.159960317,10,7,2935.672418,0,0.030927835,0,0,0,0
1,0,3300,-0.213425926,764,4.52486911,4,4943.567657,3300,0.218628981,6,8,2210.871493,0,0.040575916,0,0,1,0
4,774,1000,-0.320061728,555,5.064864865,-1,3548.986926,1150,0.070314891,21,8,2516.452909,872,0.032432432,0,0,0,0
2,1561,1200,-0.3875,201,4.383084577,-1,3921.211984,1200,0.016319444,2,6,2744.790848,2400,0.059701493,0,1,0,0
1,3137.611436,1900,-0.306388889,1380,4.336231884,-1,17843.2,1900,0.14488422,11,3,8129.980224,80400,0.039130435,0,0,0,1
0,1150.5,0,-0.208333333,972,5.002057613,217,2603.184211,0,0.06542402,13,6,2080.232321,2200,0.029835391,0,0,0,1
3,0,924,-0.420416667,348,4.945402299,-1,8039.677014,2212,-0.090615942,14,8,4057.601273,0,0.022988506,0,0,0,0
2,0,0,-0.166666667,169,5.142011834,217,3076.555556,0,0.19375,4,9,2408.541594,0,0.035502959,0,0,0,1
4,642,448,-0.327272727,356,5.120786517,-1,3585.674379,1482,-0.05762987,5,9,2043.043736,642,0.011235955,1,0,0,1
2,2661.385542,0,-0.4,231,4.757575758,217,3633.5,0,0.092307692,5,5,3282.132478,6600,0.03030303,0,1,0,1
6,0,1000,-0.346296296,654,4.957186544,-1,6470.598726,2800,0.080595238,59,8,4154.898275,0,0.021406728,0,0,0,0
6,0,1500,-0.198160173,1088,4.381433824,217,2903.5,2550,0.17594451,8,8,1981.629521,0,0.040441176,0,0,0,1
1,1430.166667,1800,-0.325,589,4.983022071,-1,3517.832656,1800,0.160359025,2,6,2358.805536,2600,0.027164686,0,0,1,0
2,1492.125,3000,-0.136666667,527,4.925996205,-1,5659.938095,3000,0.235674931,30,10,3621.531214,4300,0.058823529,1,0,0,1
2,2626.72607,11400,-0.109285714,633,4.881516588,4,6537.5,11400,0.104109914,13,9,3262.394602,14400,0.030015798,0,0,0,1
3,0,1900,-0.453787879,655,4.958778626,4,3607,5966.666667,0.086540941,5,5,2052.283256,0,0.038167939,0,1,0,0
5,0,0,0,275,5.032727273,217,6577.333333,0,0.248484848,9,9,2393.218549,0,0.021818182,0,0,0,0
5,0,4300,0,245,4.975510204,217,2603.184211,4700,0.046616541,7,6,1390.439163,0,0.012244898,0,0,0,0
3,2959.923764,1900,-0.423737685,1138,4.442003515,-1,5939.23994,4700,-0.016889111,5,5,3693.078626,109800,0.052724077,1,0,0,1
0,798.2727273,0,-0.14375,594,5.122895623,4,4640.795402,0,0.268366202,13,10,2776.564852,1200,0.065656566,0,0,0,0
