@relation shares

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 {0, 1}
@attribute a17 {0, 1}
@attribute a18 {0, 1}
@attribute a19 numeric

@data
1,0,2500,-0.225,127,4.952755906,4,3272.140078,2500,0.061538462,3,6,2401.01214,0,0.023622047,0,0,0,1100
3,0,748,-0.23587963,918,4.681917211,-1,3535.942862,998.6666667,0.077915013,7,7,2015.353269,0,0.034858388,0,0,0,1000
0,0,0,-0.233730159,429,4.673659674,-1,4636.916206,0,0.094418579,10,10,3236.604466,0,0.053613054,0,0,0,789
6,954.5454545,935,-0.298888889,1417,4.801693719,-1,3532.16244,1045,0.03662667,16,10,2323.045357,2500,0.037402964,0,1,0,3500
0,0,0,-0.1,355,4.825352113,4,5091.28115,0,0.244503066,7,9,2335.312487,0,0.045070423,0,0,0,2500
2,0,3800,-0.5,102,4.392156863,4,3265.274632,3800,-0.03,3,5,2132.689698,0,0.009803922,0,0,0,2000
2,0,1200,-0.344940476,745,4.206711409,-1,8157.775735,1200,0.087504775,12,8,4512.294931,0,0.055033557,0,0,0,566
4,2072.505666,2200,-0.37125,744,4.373655914,4,3260.438468,4300,0.105195625,5,4,2719.898743,20800,0.037634409,0,0,0,580
5,1558.8,1400,-0.176686508,496,4.794354839,-1,10927.71875,2300,0.113357426,10,7,3684.586184,7600,0.046370968,0,0,0,974
3,0,2600,-0.488888889,373,4.436997319,-1,3800.223164,2600,0.323888889,11,6,2585.556591,0,0.056300268,0,0,0,1000
2,2733.670455,1400,-0.2,155,5.619354839,-1,8790.607595,1400,0.266666667,22,5,5396.159895,69300,0.012903226,0,0,0,905
0,2400.134503,0,-0.360351967,1034,4.457446809,-1,3531.794088,0,0.200285269,19,3,3053.463093,96100,0.056092843,0,0,0,12300
2,2665,2000,0,124,4.129032258,-1,4532.093677,2000,0.24965035,3,8,3740.457447,6300,0.072580645,0,0,0,1400
4,1534.958333,1300,-0.308134921,667,4.545727136,217,4868.116279,1350,0.13525974,6,7,3394.787016,10200,0.04197901,0,0,0,1000
3,1601.365079,1300,-0.3953125,687,4.608442504,-1,15500,22033.33333,-0.099416787,23,7,4883.215145,11600,0.029112082,0,0,0,502
3,557,5200,-0.346527778,327,4.409785933,-1,4730.016,5200,0.166484848,3,7,3278.660242,557,0.064220183,0,0,0,1800
0,0,0,-0.215277778,678,4.3820059,-1,7466.666667,0,0.101313602,10,5,3099.718421,0,0.044247788,1,0,0,1200
2,1629.227273,630,-0.408796296,242,4.429752066,-1,3641.166667,5115,-0.148811027,3,7,2608.13179,9600,0.041322314,0,1,0,896
4,0,2300,-0.248268398,790,4.815189873,-1,6257,2300,0.119281227,10,8,3424.635975,0,0.027848101,0,0,0,1400
3,0,412,-0.297619048,455,4.07032967,4,7100,4056,0.044685774,4,9,3732.066432,0,0.026373626,1,0,0,1200
1,0,1800,-0.1125,203,4.320197044,-1,4021.25,1800,0.234090909,1,6,2574.307391,0,0.02955665,1,0,0,867
8,0,1400,-0.335185185,1784,4.527466368,-1,6000,3900,0.218084317,33,10,3052.08335,0,0.052130045,0,0,0,3100
2,0,9400,-0.472222222,145,5.062068966,-1,7330.737705,12050,-0.0546875,6,9,3807.70776,0,0.034482759,0,0,0,795
4,1978.042857,3100,-0.5625,235,4.306382979,-1,4533.324324,3100,-0.02625,5,7,3254.31882,30400,0.017021277,0,0,0,1300
9,1806.962838,1300,-0.253331391,1218,4.534482759,4,3527.534535,3633.333333,0.290903365,30,9,2879.246779,36200,0.052545156,0,0,1,1100
1,0,800,-0.191666667,224,4.629464286,-1,4352.238532,800,0.083333333,3,7,2761.068945,0,0.026785714,1,0,0,1100
6,1003.53125,1400,-0.166666667,513,4.937621832,-1,3413.509514,1975,0.078386809,7,10,1827.90778,2900,0.029239766,0,0,0,719
1,0,954,-0.251648352,612,4.799019608,4,5059,954,0.211904762,7,7,2688.989334,0,0.053921569,0,0,0,449
1,0,1500,-0.203061224,549,5.06557377,-1,10400,1500,0.188550923,10,9,3543.127193,0,0.034608379,0,0,1,1200
1,3031.409836,0,-0.113888889,175,4.52,4,3430.112926,0,0.167162698,4,5,3224.996208,36200,0.051428571,0,0,0,2500
1,749.6666667,6800,-0.316666667,344,5.197674419,-1,7296.803922,6800,0.169617225,25,5,4167.678722,1500,0.031976744,0,0,0,2500
11,0,865,-0.36866969,900,4.17,4,7400,4208.125,0.091431925,11,9,2844.809166,0,0.04,0,0,0,825
1,0,2100,-0.295,509,4.699410609,-1,6715.17033,2100,0.146111111,9,9,3729.215214,0,0.029469548,0,0,0,918
1,3388.28958,0,-0.205618212,963,4.527518172,-1,5784.096154,0,0.168164145,16,5,4300.114949,13400,0.05192108,0,0,1,1200
3,0,633,-0.2,250,4.58,-1,5551.017223,15466.5,0.25,6,6,3154.338221,0,0.024,0,0,0,21000
5,2930.516874,1300,-0.143055556,396,4.578282828,4,15800.41667,1300,0.207671543,6,7,5852.166249,5100,0.053030303,1,0,0,1700
6,2537.860465,870,-0.295289855,1047,4.29417383,-1,8910.536667,3256.666667,0.165854978,48,8,5057.648727,16200,0.052531041,0,1,0,1100
0,0,0,-0.313541667,265,4.467924528,4,3929.009563,0,0.10372807,11,10,947.1202841,0,0.041509434,0,0,0,251
1,0,4600,-0.283333333,105,4.276190476,4,5177.464408,4600,0.080853994,3,7,2244.972546,0,0.047619048,0,0,0,717
1,890.9189189,377,-0.213888889,217,4.986175115,-1,5826.512449,377,0.092620651,6,10,2509.120815,3100,0.046082949,0,1,0,942
4,1154.894737,5000,-0.175,261,4.739463602,4,3410.580019,5200,0.182692308,10,8,2604.544935,2100,0.026819923,0,1,0,1500
8,2728.187713,4800,-0.24469697,633,4.726698262,4,4112.075472,7050,0.260395392,23,8,3502.345859,10200,0.085308057,0,0,0,2700
5,1084.238095,938,-0.312037037,448,4.680803571,-1,3462.866521,1171.333333,0.005719697,9,6,2164.884471,1700,0.029017857,0,1,0,1700
1,0,4600,-0.169047619,551,4.526315789,-1,16428.66667,4600,0.105560928,3,10,4575.617663,0,0.043557169,0,1,0,2400
2,0,1700,-0.393824405,469,4.452025586,217,4041.058824,1700,0.192908953,7,5,1979.899649,0,0.070362473,1,0,0,950
6,1127.75,711,-0.215,252,4.876984127,4,3252.019664,1467.833333,0.070849567,10,4,2263.714132,3900,0.047619048,0,0,0,639
4,0,919,-0.3,228,4.684210526,217,3144.164353,959.5,0.21494709,9,5,1769.277335,0,0.057017544,1,0,0,456
1,0,779,0,194,4.494845361,-1,8380.964286,779,0.171875,1,7,3275.718998,0,0.020618557,0,1,0,678
3,3462.615835,7000,-0.388888889,406,4.721674877,-1,6811.894564,8300,0.142851593,26,5,5384.982396,8700,0.039408867,0,0,0,1100
4,0,803,-0.203333333,392,4.933673469,-1,8929.589867,18634.33333,0.199642857,21,10,4056.581928,0,0.084183673,0,0,0,5900
5,1819.866221,12400,-0.15952381,1173,5.028985507,4,4311.457071,12400,0.182875809,27,8,3318.177677,7200,0.0571185,0,0,0,1500
4,2698.081149,2500,-0.3125,255,5.129411765,-1,4073.8,19733.33333,0.151227371,6,6,3344.077777,86200,0.050980392,0,0,1,4800
5,0,226,-0.295833333,735,4.975510204,217,3818.541667,1123.333333,0.160548822,30,6,2345.219113,0,0.038095238,0,1,0,1500
0,0,0,-0.283333333,161,4.273291925,217,5238.6,0,0.119444444,2,8,2394.318213,0,0.031055901,0,0,1,4600
3,0,952,-0.2,90,4.322222222,217,4111.64,952,0.216666667,4,8,2370.454616,0,0.055555556,0,0,0,1500
0,0,0,-0.161111111,204,4.387254902,217,3197.878676,0,0.127311577,3,5,2120.160143,0,0.019607843,0,0,0,2600
4,1964.025,1000,-0.291145833,389,4.668380463,4,3536.909434,1350,0.066580425,7,8,2783.860251,5300,0.038560411,0,0,1,4900
6,2300,1900,-0.294618056,1489,4.970449966,-1,4470.483607,8050,0.066790078,15,6,3578.678131,2300,0.043653459,0,0,0,2300
0,2208.43088,0,-0.186956522,892,4.576233184,-1,5146.237288,0,0.124154942,12,8,3066.254739,2700,0.041479821,1,0,0,1100
1,2063.342857,0,-0.3125,327,4.831804281,217,3159.522593,0,0.192238378,4,8,2495.246407,6500,0.04587156,1,0,0,3400
2,2174.833134,1700,-0.413095238,216,5.319444444,-1,3449.834774,2450,-0.158333333,6,4,2585.78867,30700,0.009259259,0,0,0,772
4,2172.165329,2300,-0.215277778,181,4.767955801,4,4746.328502,2300,0.008712121,8,6,3121.594486,8000,0.016574586,0,1,0,1100
5,902.8461538,439,-0.166666667,510,4.705882353,-1,3477.715819,1079.666667,0.114472309,10,8,2060.104188,1800,0.023529412,1,0,0,587
3,1087.3,791,-0.238888889,395,4.726582278,-1,3624.25,1697,0.140934066,4,8,2378.392052,3900,0.027848101,1,0,0,1500
3,2492.37,4800,-0.316111111,290,4.748275862,-1,4351.765392,50350,0.192238562,4,7,3241.388384,14700,0.068965517,1,0,0,12500
0,0,0,-0.287888889,601,4.960066556,-1,10120,0,0.048840868,10,8,3524.452555,0,0.044925125,0,0,0,1300
2,2680.553737,4900,-0.3875,674,4.5,-1,4623.810924,21350,0.221586184,16,8,3554.306858,54100,0.068249258,0,0,1,2100
7,0,2600,-0.229365079,1435,4.649477352,4,3357.869565,5650,0.181220749,16,8,2501.012515,0,0.067595819,0,0,0,1900
8,1596.333333,79,-0.178846154,548,4.947080292,-1,3588.790194,6784.5,-0.011028815,15,6,2560.428603,5100,0.016423358,0,0,0,599
4,961.6666667,1100,-0.173989899,398,4.673366834,-1,3574.499464,2600,0.034443115,4,5,2369.812027,996,0.030150754,0,0,0,1000
4,3195.938534,4900,-0.314166667,448,4.955357143,4,8200,6200,0.122272727,22,6,4773.396611,8200,0.042410714,1,0,0,1600
1,1122.571429,2000,-0.140863095,712,4.887640449,-1,3488.449269,2000,0.073658425,1,6,2401.785604,2000,0.029494382,0,0,0,974
5,1908.140909,1500,-0.7,138,4.413043478,-1,3810.160664,3380,-0.309375,5,9,2744.239891,9400,0.014492754,0,1,0,801
2,2333.350189,5200,0,232,4.788793103,-1,3628.277393,5200,0.197619048,5,5,3061.416118,18200,0.034482759,0,0,0,1200
3,0,510,-0.155555556,303,5.00990099,4,3312.067164,510,0.162037037,11,8,2507.55403,0,0.02310231,1,0,0,837
5,1928.247887,1800,-0.190277778,170,4.676470588,4,6259.374359,9750,0.207954545,8,9,3766.863725,2800,0.047058824,0,0,0,3900
1,0,0,-0.330952381,534,4.973782772,-1,7356.457627,0,0.011036036,12,8,3298.699012,0,0.020599251,0,1,0,1700
3,1430.909091,2500,-0.133333333,187,4.438502674,4,3758.605859,2500,0.103030303,5,7,2696.544357,4800,0.026737968,0,0,0,1500
3,2953.252851,1900,-0.442070578,1618,4.680469716,-1,5933.608841,14333.33333,0.000274612,24,4,3880.839508,210300,0.042645241,0,0,0,8000
1,1466.625,0,-0.175,136,4.448529412,217,6394.371859,0,0.3375,6,7,3783.848054,4200,0.066176471,0,0,1,1300
2,0,3200,-0.391666667,222,4.59009009,4,3971.352041,3200,0.053888889,6,9,2434.600069,0,0.027027027,0,0,0,1100
3,3333.760308,3800,-0.297880117,761,4.662286465,-1,5582.508946,24400,0.115680517,15,3,4176.436358,690400,0.047306176,0,0,0,2000
0,0,0,-0.230392157,574,4.932055749,4,3387.960559,0,0.158480292,10,8,2456.48246,0,0.066202091,0,0,0,1600
2,0,13700,-0.315625,509,4.799607073,-1,4324.342466,13700,-0.002529762,11,9,2367.553678,0,0.015717092,0,0,0,1900
0,0,0,-0.21875,355,5.152112676,-1,5124.729266,0,0.127505828,13,6,3210.614443,0,0.03943662,0,1,0,1200
2,0,3600,-0.6,187,5.748663102,4,8130.386667,3600,0.168181818,25,9,3844.729333,0,0.037433155,0,0,0,7400
1,0,1900,-0.19375,528,4.712121212,217,4841.795297,1900,0.264362374,2,8,2681.632739,0,0.066287879,0,0,0,1200
4,1307.435897,2200,-0.313888889,1005,4.596019901,4,3281.271297,3000,0.040947546,6,6,2212.143897,6200,0.034825871,1,0,0,856
8,2745.471831,4400,-0.183641975,1947,5.116589625,-1,4209.533333,7650,0.111487777,62,7,3611.168886,37700,0.030816641,0,0,0,2300
5,0,765,-0.516666667,284,4.852112676,-1,4828.413361,6412,0.124674874,9,6,3296.871038,0,0.052816901,0,1,0,843
2,0,14400,-0.471006944,269,4.156133829,4,7382,14400,0.086522817,4,5,4030.454303,0,0.040892193,0,0,1,1900
3,3582.234548,18100,-0.260353535,479,5.102296451,-1,11368.05479,20450,0.16848659,57,6,6744.415478,208300,0.029227557,0,0,0,5500
6,2198.986667,938,-0.257083333,328,4.347560976,-1,5564.772727,9612.666667,0.179944639,9,7,3752.445326,9000,0.054878049,0,0,0,2000
0,0,0,-0.35,132,4.583333333,4,14677.77778,0,0.142747253,7,9,5172.705465,0,0.083333333,0,0,0,15400
4,2808,1400,-0.325,116,5.034482759,4,8776.888889,2450,0.19125,6,10,4683.536537,6600,0.043103448,1,0,0,2000
2,3579.016727,4900,-0.347916667,240,4.670833333,-1,6059.4,9300,0.133823529,3,4,4488.197003,12300,0.045833333,0,0,0,3100
1,2191.157413,4000,-0.5,239,5.071129707,-1,3714.867925,4000,0.057142857,4,4,2979.063705,34100,0.016736402,0,0,0,1100
2,2015.958333,6200,0,164,4.640243902,-1,7300.71293,8600,0.18,16,8,4641.892198,4900,0.018292683,0,0,0,40000
0,1349.2,0,-0.405439815,940,5.021276596,4,3299.282851,0,0.002221871,9,8,2367.513416,4400,0.035106383,0,0,0,2100
2,1453,735,-0.25,277,4.472924188,4,3404.930815,1567.5,0.122541744,3,5,2411.459936,2400,0.039711191,0,0,0,990
12,0,1100,-0.312179487,754,4.49867374,4,3722.812592,3277.777778,0.140443683,13,7,2319.40766,0,0.050397878,1,0,0,1300
2,0,536,-0.438020833,299,4.498327759,217,6200,536,-0.001512059,4,10,2080.834687,0,0.066889632,1,0,0,1600
1,0,11900,-0.145833333,386,4.803108808,-1,3591.895657,11900,0.180953768,7,9,2241.761613,0,0.046632124,0,0,0,3900
3,2356.833333,5100,-0.285227273,912,4.978070175,-1,9950.874074,11400,0.086174242,68,10,4926.108311,19600,0.015350877,0,0,0,20700
1,0,91,-0.2,89,4.629213483,4,4832.859355,91,0,4,6,2540.58734,0,0.02247191,1,0,0,707
3,0,1900,-0.30625,237,4.464135021,217,2661.918239,1900,0.209637188,6,10,1907.219541,0,0.050632911,1,0,0,1200
3,416,492,-0.327222222,460,5.041304348,217,3728.924939,492,0.085410334,4,6,2198.808859,416,0.043478261,0,0,0,597
5,1904.079365,7100,-0.379513889,765,4.546405229,-1,5912.909217,7100,0.089550265,10,7,3168.354267,5000,0.048366013,1,0,0,1000
2,3040.77551,678,-0.215277778,419,4.479713604,-1,5397.110193,1489,0.226025406,3,7,3950.014214,14700,0.047732697,0,0,0,454
7,0,0,-0.336022928,1243,4.390185036,-1,8345.792844,0,0.105818865,44,10,5003.394272,0,0.038616251,0,0,0,28200
2,0,797,-0.164583333,1959,4.899438489,-1,4200,797,0.161523621,5,5,2447.218383,0,0.021949974,0,0,0,9300
11,0,1100,-0.209722222,1053,4.518518519,4,3954.182099,4600,0.333071715,48,10,2443.239212,0,0.074074074,0,0,0,2000
1,2184.762777,1500,-0.346581197,700,4.907142857,-1,3446.259502,1500,-0.010752422,26,5,2688.521966,6100,0.024285714,0,0,1,1300
7,0,1600,-0.193862007,1949,4.491021036,217,3493.6,3866.666667,0.105303399,15,8,2227.436919,0,0.030271934,0,0,0,1900
2,0,2100,-0.3125,244,4.213114754,4,5541.628975,31800,0.346036255,2,8,3170.18386,0,0.073770492,0,0,0,1700
4,1305.894737,1900,-0.204924242,588,4.761904762,-1,3518.483949,1900,0.089163961,14,5,2281.853551,4900,0.034013605,0,1,0,2300
6,0,1100,-0.20505698,1864,4.60193133,-1,4108.875486,1250,0.048980826,13,10,1945.214665,0,0.024678112,1,0,0,919
19,1244.444444,853,-0.3234375,981,4.655453619,4,8900,3375.5,0.073541564,32,10,4035.474408,3500,0.034658512,0,0,0,2000
0,2023.378549,0,-0.216944444,396,4.853535354,217,9366.666667,0,0.180519297,6,9,3783.276883,7200,0.080808081,0,1,0,3000
1,2142.25804,3900,-0.5,345,4.910144928,-1,5488.416767,3900,0.215625,29,4,3454.095849,55600,0.020289855,0,0,0,1400
5,0,1900,-0.414874447,1586,4.419293821,-1,3864.361593,1900,0.020852421,7,5,2678.850466,0,0.048549811,0,0,0,473
3,2037.911765,635,-0.389285714,427,4.843091335,-1,3481.800852,6445,0.058,12,6,2606.892376,16900,0.018735363,0,0,0,3000
3,0,0,-0.215625,722,4.810249307,217,2714.087571,0,0.156891581,9,5,1067.133166,0,0.067867036,1,0,0,983
0,0,0,-0.295215548,2014,4.295431976,4,3245.605012,0,0.07950663,11,7,2389.803793,0,0.040218471,0,0,0,7800
0,0,0,-0.306439394,818,4.729828851,-1,5955.555556,0,0.112082085,14,10,3052.324595,0,0.036674817,0,0,0,683
4,1249.740741,12500,-0.2,140,4.064285714,4,6537.734962,22950,0.38452381,5,10,3888.152317,5200,0.064285714,0,0,1,684
0,0,0,-0.220910494,1367,4.681784931,-1,4590.660147,0,0.110566895,6,9,3133.351355,0,0.054864667,1,0,0,1100
0,0,0,-0.220868347,608,4.335526316,217,4016.264151,0,0.225056689,30,10,1799.76352,0,0.064144737,0,0,0,1100
6,0,905,-0.277083333,226,4.960176991,-1,7348.049587,4451.25,-0.029545455,8,6,3233.055439,0,0.022123894,1,0,0,854
5,0,1700,-0.173511905,558,4.353046595,4,3283.349917,5866.666667,0.153118807,11,8,2259.327133,0,0.069892473,1,0,0,892
14,0,6800,-0.207291667,449,4.879732739,4,7617.396907,6800,0.296835288,34,6,4046.592223,0,0.048997773,0,0,0,13800
2,2959.391992,2300,-0.209375,520,4.667307692,-1,5029.272727,4400,0.178039542,3,8,3783.962842,40200,0.046153846,0,0,0,3100
1,2766.097852,0,-0.1,317,5.044164038,4,10415.17982,0,0.214853896,11,9,3924.68529,6400,0.044164038,0,0,0,1500
0,723.6666667,0,-0.1,125,4.312,4,3256.682611,0,0.135089286,7,9,2137.45211,1200,0.048,0,0,0,3700
1,0,10400,-0.313022163,2781,4.532542251,-1,20226.5,10400,0.126942556,22,9,6122.026723,0,0.045307443,0,1,0,18300
4,1898.829268,1500,-0.283123249,727,4.392022008,4,4100.623853,11800,0.144771895,16,7,3188.438069,27700,0.066024759,0,0,0,867
7,0,990,-0.356565657,311,4.549839228,-1,25739.14286,67898,0.101747385,20,7,7339.983064,0,0.054662379,0,1,0,1400
1,3029.849558,3800,-0.225,219,5.835616438,-1,9178.797872,3800,0.192857143,28,10,5260.343313,27000,0.03652968,0,0,0,1900
1,2086.213018,0,-0.286666667,245,4.751020408,217,3372.509634,0,-0.005208333,3,5,2834.144502,7200,0.016326531,1,0,0,2100
2,2325,1400,-0.192307692,749,4.40987984,217,3202.976744,1400,0.187987013,11,10,2668.200915,3600,0.034712951,0,0,1,1300
1,2415.709877,14600,-0.272910831,1259,4.50675139,4,3818.549296,14600,0.160187691,10,5,3324.005098,25300,0.05401112,0,0,0,2700
1,698,1100,-0.314351852,704,4.801136364,-1,4446.01938,1100,0.044384058,4,7,2653.389042,698,0.025568182,0,0,0,913
7,0,1200,-0.153125,409,4.718826406,4,3345.793651,1800,0.180644175,20,6,2501.892731,0,0.034229829,0,1,0,1300
6,0,429,-0.242708333,617,4.106969206,217,2954.182444,573,0.175775194,7,9,1956.761819,0,0.037277147,0,0,1,1500
3,1697,0,-0.161607143,343,4.466472303,217,4331.622222,0,0.10190167,4,10,2589.492273,1900,0.023323615,0,1,0,731
0,0,0,-0.249444444,400,4.505,4,3881.138135,0,0.161322528,9,10,2164.862448,0,0.07,0,0,0,1500
4,3489.698724,11200,-0.491666667,382,4.52617801,-1,6511.142857,11200,0.134098639,18,9,4861.310601,19300,0.036649215,0,0,0,1200
3,0,749,-0.145833333,645,5.142635659,-1,5108.899054,749,0.112337662,7,9,2482.371779,0,0.048062016,0,1,0,2000
4,2060.192308,1400,-0.108333333,211,4.928909953,4,4104.497997,1450,0.150550964,10,6,2907.828937,10300,0.028436019,0,0,0,2100
3,1942.469919,1600,-0.25,79,4.303797468,4,5280.924421,1600,0.275,5,10,3222.196216,8900,0.088607595,0,0,1,4600
1,0,0,-0.25,197,4.421319797,-1,3457.079765,0,0.172222222,3,5,2244.685795,0,0.025380711,0,0,0,1100
0,3457.079765,0,-0.35,493,5.093306288,-1,3591.162733,0,0.17303675,11,2,3524.121249,144400,0.064908722,0,0,0,934
3,0,4200,-0.293055556,374,4.572192513,-1,4589.495575,4200,0.031152433,8,8,2809.471058,0,0.026737968,0,1,0,2400
1,2359.539727,12100,-0.393333333,344,4.537790698,-1,4495.828306,12100,-0.01754386,8,7,3409.662895,7000,0.014534884,0,1,0,3700
4,1336.007752,2400,-0.38125,280,4.910714286,-1,3907.771562,5300,0.067391304,19,7,2601.571207,7100,0.035714286,0,0,0,3200
1,0,2200,-0.24375,556,4.870503597,217,6433.333333,2200,0.224703557,16,10,2941.965395,0,0.053956835,0,1,0,2200
9,1531.009009,1000,-0.240656566,426,4.629107981,-1,7900,4285.714286,-0.009216033,14,9,3070.836096,5700,0.021126761,0,0,0,896
0,0,0,-0.361483135,859,4.644935972,4,4662.909091,0,0.090149186,6,7,2910.072823,0,0.050058207,1,0,0,1200
22,3248.573427,0,-0.361875,999,4.634634635,4,7668.395062,0,0.141019695,46,4,5861.603899,68300,0.051051051,0,0,0,5800
4,0,1100,-0.255555556,500,4.504,217,6900,1100,0.161691318,9,8,3020.483482,0,0.048,0,0,0,1400
1,0,2600,-0.308796296,980,4.81122449,-1,3577.788147,2600,0.003179113,23,5,1935.045259,0,0.02244898,0,0,1,2100
2,0,1900,0,73,4.767123288,-1,4472.579031,1900,0.068181818,2,9,2492.914287,0,0.02739726,0,0,0,3100
1,0,4800,-0.19652381,1124,4.387010676,-1,4088.552083,4800,0.113392857,8,4,2410.349309,0,0.035587189,0,0,0,1400
3,2427.677419,1200,-0.268269231,269,4.639405204,4,6745.623529,5350,0.0615,4,10,4235.568648,12500,0.033457249,0,0,0,999
2,2514.184264,16600,-0.182407407,287,4.257839721,-1,5976.379957,16600,0.068787879,4,9,4104.985943,34100,0.045296167,1,0,0,9100
3,2614.406593,9400,-0.405769231,593,4.225969646,-1,7977.901408,9400,0.264537037,43,7,4945.111122,36600,0.059021922,0,0,0,1300
3,2085.066891,5500,-0.225,277,4.36101083,4,3396.488751,5500,0.090909091,7,7,2749.52388,17500,0.02166065,0,0,0,507
6,0,4700,-0.128571429,898,4.849665924,-1,41442.5,9650,0.182282216,16,7,8476.077867,0,0.035634744,0,0,0,4000
4,1964.645669,494,-0.116666667,442,5.287330317,-1,3838.307692,7173.5,0.061688312,28,6,2689.190972,22200,0.018099548,0,0,0,1200
3,2975.729167,1100,-0.55,167,4.946107784,-1,20623.8,2250,0.05,11,7,7134.923384,7000,0.023952096,0,0,0,834
1,0,375,-0.241666667,315,5.146031746,4,7658,375,0.110526316,8,7,2933.658394,0,0.031746032,0,0,0,988
6,1289,4600,-0.125,123,4.341463415,-1,3778.717822,7250,0.202272727,8,10,2616.468251,1600,0.024390244,0,1,0,2600
31,1270.125,474,-0.289903846,1738,4.655350978,-1,3912.659964,2237.433333,0.117075196,33,6,2811.810793,3200,0.037974684,0,0,0,1600
3,1400,2000,-0.370882937,804,4.788557214,-1,7554.293656,4066.666667,0.127105379,16,8,3935.909776,1400,0.036069652,0,0,0,4000
4,1347.389474,1500,-0.440972222,526,4.760456274,-1,3414.869847,4533.333333,-0.026636905,9,8,2155.656272,2200,0.013307985,0,0,1,1300
7,0,1500,-0.45,474,4.829113924,4,7424.068493,1650,-0.009180036,26,7,4860.657635,0,0.03164557,0,0,0,598
3,2408.71563,661,-0.267460317,197,4.553299492,-1,4407.464286,2180.5,0.135650624,3,5,3290.484634,14000,0.055837563,0,0,0,997
4,1265.333333,608,0,155,4.387096774,-1,3519.735416,1000.666667,0.394949495,5,6,2711.861147,2100,0.038709677,0,0,0,1300
6,1791.527473,819,-0.188095238,411,4.508515815,-1,3517.727146,29579.2,0.027575758,8,7,2597.851274,6300,0.01703163,1,0,0,5600
6,2578.658683,1200,-0.433333333,114,4.780701754,4,6491.616327,8333.333333,0.179166667,8,6,4403.002376,24500,0.043859649,0,0,1,997
1,1047.5,0,-0.419444444,1057,5.245033113,217,3987.234043,0,0.182714853,14,5,2600.621697,1400,0.073793756,0,0,0,685
3,3477.980848,11000,-0.294444444,187,4.957219251,-1,8646.322581,20400,0.186507937,24,7,6848.136512,65900,0.048128342,0,1,0,16500
9,0,1500,-0.1125,580,4.581034483,4,4417.467337,2800,0.111590909,12,10,2009.913001,0,0.056896552,1,0,0,3500
3,2630.36457,6800,0,215,4.660465116,4,3271.967421,6800,0.23844697,5,6,2964.942354,21800,0.037209302,1,0,0,1500
2,0,1200,-0.23125,381,4.792650919,-1,4322.194635,2950,0.045043691,8,7,2066.509305,0,0.026246719,0,0,0,640
1,0,753,-0.3625,258,5.050387597,-1,5423.746269,753,0.281060606,9,7,2979.8122,0,0.031007752,1,0,0,3400
1,1547.046875,839,-0.133333333,280,4.296428571,-1,3656.923077,839,0.248232323,2,5,2875.136006,13400,0.060714286,0,1,0,847
3,1457.25,0,-0.392857143,168,4.577380952,-1,5987.182444,0,0.023593074,5,6,4158.616161,4100,0.041666667,0,0,0,3000
1,1425,2400,-0.437152778,433,4.556581986,-1,6553.53125,2400,0.059035669,4,10,3232.40235,4800,0.030023095,0,0,1,6900
2,3479.579569,2200,-0.39375,288,4.965277778,-1,7369.941176,7550,0.115064103,14,7,5214.44878,27500,0.020833333,0,0,0,1900
1,0,4100,-0.309722222,507,4.696252465,-1,3532.16244,4100,-0.102,2,5,1644.693104,0,0.01183432,0,1,0,587
2,3029.674419,7200,-0.150245098,940,4.856382979,4,3603.089127,7200,0.20792298,8,5,3343.086744,35800,0.045744681,0,0,0,8700
8,1441.272727,845,-0.400297619,787,4.265565438,217,3262.200587,1692.142857,0.089223012,8,4,2480.398637,4300,0.043202033,0,0,0,1100
1,0,0,-0.31,258,4.61627907,217,7000,0,0.123917749,4,6,3380.229568,0,0.065891473,0,0,0,1800
2,1921.230769,3000,0,191,4.816753927,4,13246.15385,3000,0.303921569,6,9,4444.72304,4100,0.068062827,1,0,0,10500
1,0,1100,0,158,4.373417722,-1,3532.16244,1100,0.114285714,1,5,1356.738431,0,0.025316456,0,1,0,921
11,2576.335092,1500,-0.408333333,941,4.352816153,-1,4568.1,6288.888889,0.163274045,13,6,3277.568587,48000,0.046758767,0,0,0,3100
7,0,562,-0.155555556,351,5.233618234,4,3854.24102,1156,0.15589899,8,8,2297.521273,0,0.034188034,0,0,0,1000
2,2090.366667,706,-0.206770833,431,4.512761021,-1,6224.43949,706,0.101879371,8,6,3453.582323,11800,0.030162413,0,0,0,867
2,863,661,-0.409935897,1296,4.429783951,-1,4573.046512,661,0.016773715,6,6,3198.692128,1600,0.035493827,1,0,0,642
1,0,2200,-0.54375,96,4.479166667,-1,6003.932932,2200,0.121212121,6,7,2830.658691,0,0.0625,1,0,0,1600
4,1430.875,1600,-0.35,280,4.439285714,-1,3642.206478,2450,0.053636364,9,10,2651.348422,4000,0.028571429,0,0,0,1500
3,2367.923077,1900,-0.30952381,168,4.291666667,-1,5005.904762,1900,-0.092261905,3,8,3755.790706,13300,0.005952381,0,1,0,1200
